LemmaID	BunruiNo
29979	1.1504/3.1504	体-関係-作用-連続・反復/相-関係-作用-連続・反復	1.1504-04-01-09/3.1504-02-03-01
198608	1.1504/3.1600	体-関係-作用-連続・反復/相-関係-時間-時間	1.1504-04-01-10/3.1600-03-02-01
58587	1.1504	体-関係-作用-連続・反復	1.1504-04-02-02
1221	1.1504	体-関係-作用-連続・反復	1.1504-04-02-03
29296	1.1504	体-関係-作用-連続・反復	1.1504-04-03-01
141115	1.1504	体-関係-作用-連続・反復	1.1504-04-04-01
2166	1.1504/1.1524	体-関係-作用-連続・反復/体-関係-作用-通過・普及など	1.1504-05-01-01/1.1524-04-01-03
37755	1.1504	体-関係-作用-連続・反復	1.1504-05-01-02
198609	1.1504	体-関係-作用-連続・反復	1.1504-06-01-01
23337	1.1504	体-関係-作用-連続・反復	1.1504-06-01-02
30446	1.1504	体-関係-作用-連続・反復	1.1504-07-01-01
10478	1.1504/3.1612	体-関係-作用-連続・反復/相-関係-時間-毎日・毎度	1.1504-07-01-02/3.1612-02-02-01
12490	1.1504/1.1571/3.1504	体-関係-作用-連続・反復/体-関係-作用-切断/相-関係-作用-連続・反復	1.1504-07-01-03/1.1571-05-01-02/3.1504-04-01-01
29734	1.1504/1.1820	体-関係-作用-連続・反復/体-関係-形-玉・凹凸・うず・しわなど	1.1504-07-01-04/1.1820-11-01-01
40086	1.1504	体-関係-作用-連続・反復	1.1504-07-01-05
86930	1.1504	体-関係-作用-連続・反復	1.1504-07-01-06
2013	1.1504/1.1526	体-関係-作用-連続・反復/体-関係-作用-進退	1.1504-07-03-01/1.1526-04-08-01
71037	1.1504/3.1504	体-関係-作用-連続・反復/相-関係-作用-連続・反復	1.1504-07-04-01/3.1504-01-03-04
11000	1.1504	体-関係-作用-連続・反復	1.1504-08-01-01
12200	1.1504	体-関係-作用-連続・反復	1.1504-08-01-02
21102	1.1504	体-関係-作用-連続・反復	1.1504-08-01-03
21609	1.1504	体-関係-作用-連続・反復	1.1504-08-01-04
335850	1.1504	体-関係-作用-連続・反復	1.1504-08-01-04
63879	1.1504	体-関係-作用-連続・反復	1.1504-08-02-01
3077	1.1504	体-関係-作用-連続・反復	1.1504-08-02-02
10961	1.1504	体-関係-作用-連続・反復	1.1504-08-02-03
16636	1.1504	体-関係-作用-連続・反復	1.1504-08-02-04
57657	1.1504	体-関係-作用-連続・反復	1.1504-08-03-01
12001	1.1504	体-関係-作用-連続・反復	1.1504-08-03-02
31238	1.1504	体-関係-作用-連続・反復	1.1504-09-01-01
40357	1.1504/1.3374	体-関係-作用-連続・反復/体-活動-生活-スポーツ	1.1504-09-01-02/1.3374-23-01-01
27626	1.1504	体-関係-作用-連続・反復	1.1504-09-03-01
23782	1.1504	体-関係-作用-連続・反復	1.1504-09-03-02
58805	1.1504	体-関係-作用-連続・反復	1.1504-10-01-01
69189	1.1504/1.2130	体-関係-作用-連続・反復/体-主体-家族-子・子孫	1.1504-10-01-02/1.2130-07-02-03
46854	1.1504/1.2100/1.2130	体-関係-作用-連続・反復/体-主体-家族-家族/体-主体-家族-子・子孫	1.1504-10-01-03/1.2100-04-03-03/1.2130-07-02-01
25996	1.1504	体-関係-作用-連続・反復	1.1504-10-01-04
16209	1.1504/1.3102	体-関係-作用-連続・反復/体-活動-言語-名	1.1504-10-01-05/1.3102-03-01-01
16094	1.1504	体-関係-作用-連続・反復	1.1504-10-01-06
21130	1.1504/1.3640	体-関係-作用-連続・反復/体-活動-待遇-教育・養成	1.1504-10-02-01/1.3640-05-03-03
21054	1.1504	体-関係-作用-連続・反復	1.1504-10-02-02
3908	1.1504/1.1630	体-関係-作用-連続・反復/体-関係-時間-年	1.1504-11-01-01/1.1630-06-02-06
3895	1.1504/1.1630	体-関係-作用-連続・反復/体-関係-時間-年	1.1504-11-01-02/1.1630-06-02-07
40178	1.1504/1.1630/1.3321	体-関係-作用-連続・反復/体-関係-時間-年/体-活動-生活-学事・兵事	1.1504-11-02-01/1.1630-06-02-08/1.3321-04-03-01
26970	1.1510	体-関係-作用-動き	1.1510-01-01-02
104124	1.1510	体-関係-作用-動き	1.1510-01-01-02
11737	1.1510	体-関係-作用-動き	1.1510-01-01-03
66450	1.1510	体-関係-作用-動き	1.1510-02-01-01
66598	1.1510/1.3390	体-関係-作用-動き/体-活動-生活-身振り	1.1510-02-01-02/1.3390-02-01-01
21880	1.1510	体-関係-作用-動き	1.1510-02-01-03
57714	1.1510	体-関係-作用-動き	1.1510-02-02-01
15582	1.1510	体-関係-作用-動き	1.1510-02-02-02
8729	1.1510	体-関係-作用-動き	1.1510-02-02-03
93355	1.1510	体-関係-作用-動き	1.1510-02-02-04
29926	1.1510/1.1521	体-関係-作用-動き/体-関係-作用-移動・発着	1.1510-02-03-01/1.1521-08-04-01
64077	1.1510	体-関係-作用-動き	1.1510-02-04-01
14303	1.1510	体-関係-作用-動き	1.1510-03-01-01
6861	1.1510/1.3430	体-関係-作用-動き/体-活動-行為-行為・活動	1.1510-03-01-03/1.1510-03-01-04/1.3430-11-01-04/1.3430-11-01-05
55714	1.1510	体-関係-作用-動き	1.1510-03-02-01
40811	1.1510	体-関係-作用-動き	1.1510-03-02-02
29052	1.1510/1.3111	体-関係-作用-動き/体-活動-言語-文法	1.1510-03-02-03/1.3111-05-08-03
18327	1.1510/1.3111	体-関係-作用-動き/体-活動-言語-文法	1.1510-04-01-01/1.3111-05-08-04
31104	1.1510	体-関係-作用-動き	1.1510-04-01-02
46973	1.1510	体-関係-作用-動き	1.1510-04-01-03
25798	1.1510	体-関係-作用-動き	1.1510-05-01-01
16423	1.1510	体-関係-作用-動き	1.1510-05-01-02
18003	1.1510	体-関係-作用-動き	1.1510-05-02-01
22515	1.1510	体-関係-作用-動き	1.1510-05-02-02
5535	1.1510	体-関係-作用-動き	1.1510-05-02-03
5532	1.1510/3.1500	体-関係-作用-動き/相-関係-作用-作用・変化	1.1510-05-02-04/3.1500-01-02-02
3591	1.1510/1.3710/1.3852	体-関係-作用-動き/体-活動-経済-経済・収支/体-活動-事業-扱い・操作・使用	1.1510-06-01-01/1.3710-24-03-02/1.3852-02-02-01
10273	1.1510	体-関係-作用-動き	1.1510-06-02-01
6801	1.1510/1.3430	体-関係-作用-動き/体-活動-行為-行為・活動	1.1510-07-01-01/1.3430-15-03-01
3595	1.1510/1.3374/1.3430	体-関係-作用-動き/体-活動-生活-スポーツ/体-活動-行為-行為・活動	1.1510-07-01-02/1.3374-01-01-02/1.3430-15-01-01
6815	1.1510/1.3430	体-関係-作用-動き/体-活動-行為-行為・活動	1.1510-07-01-03/1.3430-16-01-01
2334	1.1510/1.1521	体-関係-作用-動き/体-関係-作用-移動・発着	1.1510-07-01-04/1.1521-01-01-03
8725	1.1510	体-関係-作用-動き	1.1510-07-02-02
17493	1.1510	体-関係-作用-動き	1.1510-08-01-01
40043	1.1510	体-関係-作用-動き	1.1510-08-01-02
33153	1.1510/1.5721	体-関係-作用-動き/体-自然-生命-病気・体調	1.1510-08-01-03/1.5721-43-01-02
17268	1.1510/1.3002/1.3012	体-関係-作用-動き/体-活動-心-感動・興奮/体-活動-心-恐れ・怒り・悔しさ	1.1510-08-01-04/1.3002-02-01-04/1.3012-01-01-06
17490	1.1510	体-関係-作用-動き	1.1510-08-02-01
9243	1.1510/1.5030	体-関係-作用-動き/体-自然-自然-音	1.1510-08-02-04/1.5030-07-02-02
9328	1.1510/1.3532/1.5030	体-関係-作用-動き/体-活動-交わり-賛否/体-自然-自然-音	1.1510-08-02-05/1.3532-01-03-04/1.5030-07-01-04
29865	1.1510	体-関係-作用-動き	1.1510-08-02-06
12881	1.1510	体-関係-作用-動き	1.1510-08-03-01
36826	1.1510	体-関係-作用-動き	1.1510-08-03-02
29601	1.1510	体-関係-作用-動き	1.1510-08-03-03
17518	1.1510	体-関係-作用-動き	1.1510-08-03-04
36827	1.1510/1.5710	体-関係-作用-動き/体-自然-生命-生理	1.1510-08-03-05/1.5710-19-01-02
29959	1.1510/1.5001	体-関係-作用-動き/体-自然-自然-エネルギー	1.1510-08-04-01/1.5001-02-01-01
32951	1.1510	体-関係-作用-動き	1.1510-08-04-02
40175	1.1510/1.1522	体-関係-作用-動き/体-関係-作用-走り・飛び・流れなど	1.1510-08-04-03/1.1522-09-01-01
20867	1.1510	体-関係-作用-動き	1.1510-08-04-04
37317	1.1510	体-関係-作用-動き	1.1510-09-01-03
11524	1.1510	体-関係-作用-動き	1.1510-09-02-01
32047	1.1510	体-関係-作用-動き	1.1510-09-02-02
38191	1.1510	体-関係-作用-動き	1.1510-09-02-03
16788	1.1510	体-関係-作用-動き	1.1510-09-02-04
16505	1.1510	体-関係-作用-動き	1.1510-09-03-01
29744	1.1511/1.1611	体-関係-作用-動揺・回転/体-関係-時間-時機・時刻	1.1511-01-01-01/1.1611-17-02-01
30571	1.1511	体-関係-作用-動揺・回転	1.1511-01-01-02
137240	1.1511	体-関係-作用-動揺・回転	1.1511-01-02-01
63731	1.1511/1.2340	体-関係-作用-動揺・回転/体-主体-人物-人物	1.1511-01-02-02/1.2340-62-02-03
193198	1.1511	体-関係-作用-動揺・回転	1.1511-01-02-03
193199	1.1511/1.2340	体-関係-作用-動揺・回転/体-主体-人物-人物	1.1511-01-02-04/1.2340-62-02-02
27171	1.1511/1.3067	体-関係-作用-動揺・回転/体-活動-心-決心・解決・決定・迷い	1.1511-02-01-01/1.3067-09-02-01
38944	1.1511	体-関係-作用-動揺・回転	1.1511-02-01-02
55939	1.1511	体-関係-作用-動揺・回転	1.1511-02-01-03
22504	1.1511	体-関係-作用-動揺・回転	1.1511-02-02-01
69098	1.1511	体-関係-作用-動揺・回転	1.1511-02-02-02
32204	1.1511/1.3374	体-関係-作用-動揺・回転/体-活動-生活-スポーツ	1.1511-02-02-03/1.3374-14-03-02
87044	1.1511	体-関係-作用-動揺・回転	1.1511-02-02-04
187517	1.1511/1.5140	体-関係-作用-動揺・回転/体-自然-物質-天災	1.1511-02-03-02/1.5140-04-03-05
120290	1.1511	体-関係-作用-動揺・回転	1.1511-02-04-01
193201	1.1511	体-関係-作用-動揺・回転	1.1511-02-04-02
5849	1.1511/1.1962	体-関係-作用-動揺・回転/体-関係-量-助数接辞	1.1511-03-01-01/1.1962-43-01-01
40417	1.1511	体-関係-作用-動揺・回転	1.1511-03-01-02
12258	1.1511/1.5220	体-関係-作用-動揺・回転/体-自然-天地-天象	1.1511-03-01-03/1.5220-06-02-02
17996	1.1511/1.5220	体-関係-作用-動揺・回転/体-自然-天地-天象	1.1511-03-01-04/1.5220-06-02-01
192866	1.1511	体-関係-作用-動揺・回転	1.1511-03-01-05
7255	1.1511	体-関係-作用-動揺・回転	1.1511-03-02-01
10041	1.1511	体-関係-作用-動揺・回転	1.1511-03-02-02
25356	1.1511	体-関係-作用-動揺・回転	1.1511-03-02-03
193202	1.1511	体-関係-作用-動揺・回転	1.1511-03-03-01
198	1.1511	体-関係-作用-動揺・回転	1.1511-03-03-02
52196	1.1511	体-関係-作用-動揺・回転	1.1511-03-04-01
275451	1.1511/1.3320	体-関係-作用-動揺・回転/体-活動-生活-労働・作業・休暇	1.1511-03-04-02/1.3320-09-05-03
98174	1.1511	体-関係-作用-動揺・回転	1.1511-03-04-03
39848	1.1511/1.3370	体-関係-作用-動揺・回転/体-活動-生活-遊楽	1.1511-03-05-01/1.3370-13-03-06
193203	1.1511	体-関係-作用-動揺・回転	1.1511-04-01-02
193297	1.1511	体-関係-作用-動揺・回転	1.1511-05-01-04
12825	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-01-01-01
32948	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-01-02-01
19696	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-01-02-04
98989	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-01-02-04
1364	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-01-03-01
25025	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-02-01-01
25024	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-02-01-02
1383	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-02-01-03
24263	1.1513/1.3333	体-関係-作用-固定・傾き・転倒など/体-活動-生活-住生活	1.1513-02-02-01/1.3333-01-02-04
193207	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-02-02-02
59751	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-03-01-01
93604	1.1513/1.1532	体-関係-作用-固定・傾き・転倒など/体-関係-作用-入り・入れ	1.1513-03-01-02/1.1532-13-01-03
11068	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-04-01-01
10991	1.1513/1.4660	体-関係-作用-固定・傾き・転倒など/体-生産物-機械-乗り物（海上）	1.1513-04-01-02/1.4660-06-03-01
41783	1.1513/1.3540	体-関係-作用-固定・傾き・転倒など/体-活動-交わり-協力・参加	1.1513-04-01-03/1.3540-01-02-02
40432	1.1513/1.1573	体-関係-作用-固定・傾き・転倒など/体-関係-作用-配列・排列	1.1513-05-01-01/1.1573-02-02-01
16878	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-05-01-02
8698	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-05-01-03
22467	1.1513/1.3570	体-関係-作用-固定・傾き・転倒など/体-活動-交わり-勝敗	1.1513-05-02-01/1.3570-03-03-03
10953	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-06-01-02
12328	1.1513/1.1750	体-関係-作用-固定・傾き・転倒など/体-関係-空間-面・側・表裏	1.1513-06-01-03/1.1750-05-02-03
14068	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-06-03-01
3068	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-06-03-02
102269	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-06-03-03
25453	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-07-01-01
4470	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-07-01-02
39239	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-07-01-03
193209	1.1513/1.1562	体-関係-作用-固定・傾き・転倒など/体-関係-作用-突き・押し・引き・すれなど	1.1513-07-02-01/1.1562-01-03-02
197985	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-07-03-01
193210	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-07-03-02
60924	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-07-03-05
59956	1.1513/1.3391	体-関係-作用-固定・傾き・転倒など/体-活動-生活-立ち居	1.1513-08-01-01/1.3391-03-07-01
193296	1.1513/1.3391	体-関係-作用-固定・傾き・転倒など/体-活動-生活-立ち居	1.1513-08-01-02/1.3391-03-07-02
63533	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-08-01-03
25471	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-08-02-01
26123	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-08-02-02
5969	1.1513/1.1527	体-関係-作用-固定・傾き・転倒など/体-関係-作用-往復	1.1513-08-03-01/1.1527-15-01-01
5964	1.1513/1.3780	体-関係-作用-固定・傾き・転倒など/体-活動-経済-貸借	1.1513-08-03-02/1.3780-09-01-01
3433	1.1513/1.1570/1.1750	体-関係-作用-固定・傾き・転倒など/体-関係-作用-成形・変形/体-関係-空間-面・側・表裏	1.1513-08-03-03/1.1570-21-01-01/1.1750-14-08-01
19559	1.1513/1.3391	体-関係-作用-固定・傾き・転倒など/体-活動-生活-立ち居	1.1513-09-01-02/1.3391-05-01-01
5020	1.1513/1.3013	体-関係-作用-固定・傾き・転倒など/体-活動-心-安心・焦燥・満足	1.1513-09-01-03/1.3013-02-01-01
19024	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-09-02-01
192868	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-09-03-02
26060	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-09-03-03
63996	1.1513/1.3092	体-関係-作用-固定・傾き・転倒など/体-活動-心-見せる	1.1513-09-04-01/1.3092-04-01-02
11063	1.1513/1.1540	体-関係-作用-固定・傾き・転倒など/体-関係-作用-上がり・下がり	1.1513-09-04-02/1.1540-08-01-01
10957	1.1513/1.3092	体-関係-作用-固定・傾き・転倒など/体-活動-心-見せる	1.1513-09-04-03/1.3092-04-01-06
10973	1.1513/1.3092	体-関係-作用-固定・傾き・転倒など/体-活動-心-見せる	1.1513-09-04-04/1.3092-04-01-01
14095	1.1513/1.1563/1.3650	体-関係-作用-固定・傾き・転倒など/体-関係-作用-防止・妨害・回避/体-活動-待遇-救護・救援	1.1513-09-05-01/1.1563-03-01-01/1.3650-12-01-04
24833	1.1513/1.4210	体-関係-作用-固定・傾き・転倒など/体-生産物-衣料-衣服	1.1513-10-01-01/1.4210-06-04-01
65581	1.1513/1.4210	体-関係-作用-固定・傾き・転倒など/体-生産物-衣料-衣服	1.1513-10-01-02/1.4210-06-04-02
23862	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-10-01-03
11365	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-10-01-04
14080	1.1513/1.1540	体-関係-作用-固定・傾き・転倒など/体-関係-作用-上がり・下がり	1.1513-10-02-01/1.1540-02-02-02
22739	1.1513/1.1800/1.3113/1.4252/1.4330	体-関係-作用-固定・傾き・転倒など/体-関係-形-形・型・姿・構え/体-活動-言語-文字/体-生産物-衣料-武具・防具・刑具/体-生産物-食料-調味料・こうじなど	1.1513-10-02-02/1.1800-18-01-04/1.3113-07-08-01/1.4252-01-04-05/1.4330-09-02-04
197978	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-10-02-03
18879	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-10-02-04
64905	1.1513/1.1710	体-関係-作用-固定・傾き・転倒など/体-関係-空間-点	1.1513-10-03-01/1.1710-13-03-02
6565	1.1513/1.3823	体-関係-作用-固定・傾き・転倒など/体-活動-事業-建築	1.1513-11-01-01/1.3823-02-01-03
6100	1.1513/1.3823	体-関係-作用-固定・傾き・転倒など/体-活動-事業-建築	1.1513-11-01-02/1.3823-02-03-02
193212	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-12-01-01
193213	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-12-01-02
39021	1.1513	体-関係-作用-固定・傾き・転倒など	1.1513-13-01-01
17326	1.1520/1.1526/1.1583	体-関係-作用-進行・過程・経由/体-関係-作用-進退/体-関係-作用-進歩・衰退	1.1520-01-01-01/1.1526-02-01-01/1.1583-02-01-06
3579	1.1520	体-関係-作用-進行・過程・経由	1.1520-01-01-02
51894	1.1520	体-関係-作用-進行・過程・経由	1.1520-01-01-03
12122	1.1520	体-関係-作用-進行・過程・経由	1.1520-01-02-01
31040	1.1520	体-関係-作用-進行・過程・経由	1.1520-01-02-02
