LemmaID	BunruiNo
5743	1.1500	体-関係-作用-作用・変化	1.1500-23-02-03
5845	1.1500/1.3071	体-関係-作用-作用・変化/体-活動-心-論理・証明・偽り・誤り・訂正など	1.1500-23-03-01/1.3071-14-02-05
69602	1.1500	体-関係-作用-作用・変化	1.1500-23-03-02
192880	1.1500/1.3832	体-関係-作用-作用・変化/体-活動-事業-出版・放送	1.1500-23-03-03/1.3832-05-03-02
12249	1.1500/1.3832	体-関係-作用-作用・変化/体-活動-事業-出版・放送	1.1500-23-03-04/1.3832-05-03-03
13777	1.1500	体-関係-作用-作用・変化	1.1500-23-03-05
18221	1.1500	体-関係-作用-作用・変化	1.1500-23-03-06
43386	1.1500	体-関係-作用-作用・変化	1.1500-23-03-07
64978	1.1500	体-関係-作用-作用・変化	1.1500-23-04-01
25389	1.1500/1.3071/1.3200	体-関係-作用-作用・変化/体-活動-心-論理・証明・偽り・誤り・訂正など/体-活動-芸術-創作・著述	1.1500-23-04-02/1.3071-14-04-01/1.3200-10-01-02
12168	1.1500/1.3832	体-関係-作用-作用・変化/体-活動-事業-出版・放送	1.1500-23-04-03/1.3832-05-02-01
27550	1.1500/1.3071/1.3850	体-関係-作用-作用・変化/体-活動-心-論理・証明・偽り・誤り・訂正など/体-活動-事業-技術・設備・修理	1.1500-24-01-01/1.3071-14-01-02/1.3850-13-02-05
195924	1.1500	体-関係-作用-作用・変化	1.1500-24-01-02
38537	1.1500/1.3071	体-関係-作用-作用・変化/体-活動-心-論理・証明・偽り・誤り・訂正など	1.1500-24-01-03/1.3071-14-06-02
86912	1.1500	体-関係-作用-作用・変化	1.1500-24-01-04
25670	1.1500	体-関係-作用-作用・変化	1.1500-24-02-01
67874	1.1500	体-関係-作用-作用・変化	1.1500-24-02-03
193148	1.1500	体-関係-作用-作用・変化	1.1500-24-03-01
22400	1.1500	体-関係-作用-作用・変化	1.1500-24-03-02
67854	1.1500	体-関係-作用-作用・変化	1.1500-24-03-03
39398	1.1500	体-関係-作用-作用・変化	1.1500-24-04-01
6083	1.1500/1.3071	体-関係-作用-作用・変化/体-活動-心-論理・証明・偽り・誤り・訂正など	1.1500-24-05-01/1.3071-14-06-03
197973	1.1500	体-関係-作用-作用・変化	1.1500-24-05-02
1551	1.1500/1.3071/1.3100	体-関係-作用-作用・変化/体-活動-心-論理・証明・偽り・誤り・訂正など/体-活動-言語-言語活動	1.1500-24-05-03/1.3071-14-06-01/1.3100-10-02-01
25226	1.1500	体-関係-作用-作用・変化	1.1500-24-06-01
22489	1.1500/1.3823	体-関係-作用-作用・変化/体-活動-事業-建築	1.1500-24-06-02/1.3823-05-01-04
34014	1.1501	体-関係-作用-変換・交換	1.1501-01-01-01
23413	1.1501	体-関係-作用-変換・交換	1.1501-01-01-02
9499	1.1501	体-関係-作用-変換・交換	1.1501-01-01-03
15683	1.1501/1.3374	体-関係-作用-変換・交換/体-活動-生活-スポーツ	1.1501-01-02-01/1.3374-14-28-02
45143	1.1501	体-関係-作用-変換・交換	1.1501-01-02-02
25359	1.1501	体-関係-作用-変換・交換	1.1501-01-03-01
11932	1.1501/1.3760	体-関係-作用-変換・交換/体-活動-経済-取引	1.1501-02-01-01/1.3760-02-02-01
31215	1.1501	体-関係-作用-変換・交換	1.1501-02-01-02
7532	1.1501/1.3760	体-関係-作用-変換・交換/体-活動-経済-取引	1.1501-02-01-03/1.3760-04-01-01
7795	1.1501/1.3760	体-関係-作用-変換・交換/体-活動-経済-取引	1.1501-02-02-01/1.3760-04-01-02
23105	1.1501	体-関係-作用-変換・交換	1.1501-02-02-02
13411	1.1501	体-関係-作用-変換・交換	1.1501-02-02-03
133512	1.1501	体-関係-作用-変換・交換	1.1501-02-02-04
53846	1.1501	体-関係-作用-変換・交換	1.1501-02-03-01
26769	1.1501/1.3760	体-関係-作用-変換・交換/体-活動-経済-取引	1.1501-02-03-02/1.3760-02-02-02
193150	1.1501	体-関係-作用-変換・交換	1.1501-02-03-03
10365	1.1501	体-関係-作用-変換・交換	1.1501-02-04-01
19513	1.1501	体-関係-作用-変換・交換	1.1501-02-05-01
33099	1.1501/1.3710	体-関係-作用-変換・交換/体-活動-経済-経済・収支	1.1501-02-05-02/1.3710-14-01-02
7277	1.1501	体-関係-作用-変換・交換	1.1501-02-05-03
94255	1.1501	体-関係-作用-変換・交換	1.1501-02-06-01
103022	1.1501	体-関係-作用-変換・交換	1.1501-02-06-02
8559	1.1501	体-関係-作用-変換・交換	1.1501-02-07-01
193152	1.1501	体-関係-作用-変換・交換	1.1501-02-07-02
65136	1.1501	体-関係-作用-変換・交換	1.1501-02-07-03
58396	1.1501	体-関係-作用-変換・交換	1.1501-02-07-04
58509	1.1501	体-関係-作用-変換・交換	1.1501-02-08-01
1524	1.1501/1.3103	体-関係-作用-変換・交換/体-活動-言語-表現	1.1501-02-09-01/1.3103-08-01-02
7557	1.1501/1.3103	体-関係-作用-変換・交換/体-活動-言語-表現	1.1501-02-09-02/1.3103-08-01-03
189548	1.1501/1.3150	体-関係-作用-変換・交換/体-活動-言語-読み	1.1501-02-09-03/1.3150-08-04-03
7599	1.1501/1.3064	体-関係-作用-変換・交換/体-活動-心-測定・計算	1.1501-02-09-04/1.3064-06-05-01
29249	1.1501	体-関係-作用-変換・交換	1.1501-03-01-01
10418	1.1501	体-関係-作用-変換・交換	1.1501-03-01-02
68205	1.1501	体-関係-作用-変換・交換	1.1501-03-01-03
25347	1.1501	体-関係-作用-変換・交換	1.1501-03-02-01
25381	1.1501/1.3321	体-関係-作用-変換・交換/体-活動-生活-学事・兵事	1.1501-03-02-02/1.3321-05-03-03
59911	1.1501	体-関係-作用-変換・交換	1.1501-03-02-03
25434	1.1501/1.1521	体-関係-作用-変換・交換/体-関係-作用-移動・発着	1.1501-03-02-04/1.1521-02-02-02
25371	1.1501/1.3800	体-関係-作用-変換・交換/体-活動-事業-事業・業務	1.1501-03-03-01/1.3800-01-01-04
25403	1.1501/1.3311/1.3800	体-関係-作用-変換・交換/体-活動-生活-処世・出処進退/体-活動-事業-事業・業務	1.1501-03-03-02/1.3311-12-01-02/1.3800-01-01-05
25380	1.1501/1.3042	体-関係-作用-変換・交換/体-活動-心-欲望・期待・失望	1.1501-03-03-03/1.3042-13-02-02
2138	1.1501	体-関係-作用-変換・交換	1.1501-03-04-01
25441	1.1501	体-関係-作用-変換・交換	1.1501-03-04-02
193161	1.1501	体-関係-作用-変換・交換	1.1501-04-01-01
2603	1.1501	体-関係-作用-変換・交換	1.1501-04-01-02
199097	1.1501	体-関係-作用-変換・交換	1.1501-04-01-03
2601	1.1501	体-関係-作用-変換・交換	1.1501-04-02-01
4781	1.1501	体-関係-作用-変換・交換	1.1501-04-02-02
23448	1.1501	体-関係-作用-変換・交換	1.1501-04-02-03
60119	1.1501	体-関係-作用-変換・交換	1.1501-04-02-04
12202	1.1501	体-関係-作用-変換・交換	1.1501-05-01-02/1.1501-05-01-03
2332	1.1501/1.3630	体-関係-作用-変換・交換/体-活動-待遇-人事	1.1501-05-03-01/1.3630-09-01-02
12256	1.1501/1.3630	体-関係-作用-変換・交換/体-活動-待遇-人事	1.1501-05-03-02/1.3630-09-04-03
29443	1.1501/1.3630	体-関係-作用-変換・交換/体-活動-待遇-人事	1.1501-05-03-04/1.3630-09-02-02
22967	1.1501	体-関係-作用-変換・交換	1.1501-05-04-01
22964	1.1501	体-関係-作用-変換・交換	1.1501-05-04-02
21777	1.1501/1.5710	体-関係-作用-変換・交換/体-自然-生命-生理	1.1501-05-05-01/1.5710-01-02-01
49098	1.1501	体-関係-作用-変換・交換	1.1501-06-01-01
5962	1.1501	体-関係-作用-変換・交換	1.1501-07-01-02/1.1501-07-01-03/1.1501-07-01-04
31201	1.1501	体-関係-作用-変換・交換	1.1501-07-02-01
5736	1.1502	体-関係-作用-開始	1.1502-01-01-01
19233	1.1502/1.1521/1.1651/1.1710	体-関係-作用-開始/体-関係-作用-移動・発着/体-関係-時間-終始/体-関係-空間-点	1.1502-01-01-03/1.1521-08-01-05/1.1651-11-02-11/1.1710-05-02-02
29728	1.1502/1.1651	体-関係-作用-開始/体-関係-時間-終始	1.1502-01-01-04/1.1651-02-01-03
29729	1.1502	体-関係-作用-開始	1.1502-01-01-04
12859	1.1502	体-関係-作用-開始	1.1502-01-01-05
197984	1.1502	体-関係-作用-開始	1.1502-01-02-01
23651	1.1502	体-関係-作用-開始	1.1502-02-01-01
23687	1.1502/1.3822	体-関係-作用-開始/体-活動-事業-建設・土木	1.1502-02-01-02/1.3822-04-01-01
8440	1.1502/1.3822	体-関係-作用-開始/体-活動-事業-建設・土木	1.1502-02-01-03/1.3822-04-01-02
29832	1.1502/1.3832	体-関係-作用-開始/体-活動-事業-出版・放送	1.1502-02-01-05/1.3832-08-02-06
15158	1.1502	体-関係-作用-開始	1.1502-02-01-06
21038	1.1502	体-関係-作用-開始	1.1502-02-02-01
21095	1.1502	体-関係-作用-開始	1.1502-02-02-02
21078	1.1502	体-関係-作用-開始	1.1502-02-02-03
8393	1.1502/1.3800	体-関係-作用-開始/体-活動-事業-事業・業務	1.1502-02-03-02/1.3800-01-01-02
29764	1.1502/1.3580	体-関係-作用-開始/体-活動-交わり-軍事	1.1502-02-03-03/1.3580-06-01-02
55192	1.1502	体-関係-作用-開始	1.1502-02-04-01
55282	1.1502	体-関係-作用-開始	1.1502-02-04-02
10114	1.1502	体-関係-作用-開始	1.1502-02-04-03
7373	1.1502	体-関係-作用-開始	1.1502-02-05-01
49362	1.1502	体-関係-作用-開始	1.1502-03-01-01
66844	1.1502	体-関係-作用-開始	1.1502-03-01-02
5850	1.1502	体-関係-作用-開始	1.1502-03-01-03
5788	1.1502	体-関係-作用-開始	1.1502-03-02-01
5554	1.1502/3.1553/3.3420	体-関係-作用-開始/相-関係-作用-開閉・封/相-活動-行為-人柄	1.1502-03-02-02/3.1553-01-01-03/3.3420-26-04-05
5684	1.1502	体-関係-作用-開始	1.1502-03-02-03
238576	1.1502/1.3833	体-関係-作用-開始/体-活動-事業-興行	1.1502-03-02-04/1.3833-01-01-02
5553	1.1502	体-関係-作用-開始	1.1502-03-03-01
5638	1.1502	体-関係-作用-開始	1.1502-03-04-01
5676	1.1502	体-関係-作用-開始	1.1502-03-04-02
5746	1.1502	体-関係-作用-開始	1.1502-03-04-03
192848	1.1502	体-関係-作用-開始	1.1502-03-04-04
87687	1.1502	体-関係-作用-開始	1.1502-03-04-05
5644	1.1502	体-関係-作用-開始	1.1502-03-04-06
5705	1.1502	体-関係-作用-開始	1.1502-03-04-07
5707	1.1502	体-関係-作用-開始	1.1502-03-04-08
70616	1.1502	体-関係-作用-開始	1.1502-03-05-01
49962	1.1502	体-関係-作用-開始	1.1502-03-05-02
50129	1.1502	体-関係-作用-開始	1.1502-03-05-03
197974	1.1502	体-関係-作用-開始	1.1502-03-05-04
53981	1.1502/1.3833	体-関係-作用-開始/体-活動-事業-興行	1.1502-03-05-05/1.3833-04-05-01
61709	1.1502/1.3360	体-関係-作用-開始/体-活動-生活-行事・式典・宗教的行事	1.1502-03-06-02/1.3360-23-01-03
64082	1.1502/1.3360	体-関係-作用-開始/体-活動-生活-行事・式典・宗教的行事	1.1502-03-06-03/1.3360-23-01-02
5653	1.1502/1.3510	体-関係-作用-開始/体-活動-交わり-集会	1.1502-04-01-01/1.3510-02-03-02
5847	1.1502	体-関係-作用-開始	1.1502-04-01-02
5658	1.1502	体-関係-作用-開始	1.1502-04-01-03
5906	1.1502	体-関係-作用-開始	1.1502-04-02-01
67887	1.1502	体-関係-作用-開始	1.1502-04-02-02
5794	1.1502/1.3551	体-関係-作用-開始/体-活動-交わり-戦争	1.1502-04-02-03/1.3551-04-01-03
5645	1.1502	体-関係-作用-開始	1.1502-04-02-04
8665	1.1502	体-関係-作用-開始	1.1502-04-02-06
13657	1.1502	体-関係-作用-開始	1.1502-05-01-01
5393	1.1503/1.1651	体-関係-作用-終了・中止・停止/体-関係-時間-終始	1.1503-01-01-01/1.1651-02-02-01
5394	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-01-01
16117	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-01-02
16096	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-01-03
88050	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-01-04
16155	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-01-05
3218	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-02-01
172701	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-02-02
3234	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-02-03
38510	1.1503/1.1563/1.3040	体-関係-作用-終了・中止・停止/体-関係-作用-防止・妨害・回避/体-活動-心-信念・努力・忍耐	1.1503-01-03-01/1.1563-01-01-02/1.3040-09-01-03
137845	1.1503/1.3064/1.3730	体-関係-作用-終了・中止・停止/体-活動-心-測定・計算/体-活動-経済-価格・費用	1.1503-01-03-02/1.3064-13-01-02/1.3730-11-01-01
15785	1.1503	体-関係-作用-終了・中止・停止	1.1503-01-05-01
16223	1.1503	体-関係-作用-終了・中止・停止	1.1503-02-01-01
7851	1.1503	体-関係-作用-終了・中止・停止	1.1503-02-01-02
56918	1.1503	体-関係-作用-終了・中止・停止	1.1503-02-01-03
7548	1.1503	体-関係-作用-終了・中止・停止	1.1503-02-01-04
36194	1.1503	体-関係-作用-終了・中止・停止	1.1503-02-02-01
496	1.1503/1.1635/1.1651	体-関係-作用-終了・中止・停止/体-関係-時間-朝晩/体-関係-時間-終始	1.1503-02-03-01/1.1635-03-03-01/1.1651-02-03-01
9960	1.1503	体-関係-作用-終了・中止・停止	1.1503-02-04-01
27247	1.1503/1.3150	体-関係-作用-終了・中止・停止/体-活動-言語-読み	1.1503-02-04-02/1.3150-04-02-02
69248	1.1503/1.3154	体-関係-作用-終了・中止・停止/体-活動-言語-文章	1.1503-02-04-03/1.3154-11-01-03
53573	1.1503/1.3832	体-関係-作用-終了・中止・停止/体-活動-事業-出版・放送	1.1503-02-06-01/1.3832-05-02-04
16093	1.1503	体-関係-作用-終了・中止・停止	1.1503-03-01-01
7775	1.1503/1.4580	体-関係-作用-終了・中止・停止/体-生産物-道具-標章・標識・旗など	1.1503-03-01-02/1.4580-07-01-01
15735	1.1503/1.1651	体-関係-作用-終了・中止・停止/体-関係-時間-終始	1.1503-03-01-03/1.1651-02-02-02
61273	1.1503	体-関係-作用-終了・中止・停止	1.1503-03-01-04
63866	1.1503	体-関係-作用-終了・中止・停止	1.1503-03-02-01
53994	1.1503	体-関係-作用-終了・中止・停止	1.1503-03-02-02
192850	1.1503	体-関係-作用-終了・中止・停止	1.1503-04-01-01
34400	1.1503	体-関係-作用-終了・中止・停止	1.1503-04-01-02
16150	1.1503/1.3551	体-関係-作用-終了・中止・停止/体-活動-交わり-戦争	1.1503-04-02-01/1.3551-04-01-05
26172	1.1503	体-関係-作用-終了・中止・停止	1.1503-04-03-04
16063	1.1503	体-関係-作用-終了・中止・停止	1.1503-05-01-01
192861	1.1503	体-関係-作用-終了・中止・停止	1.1503-05-01-02
33913	1.1503	体-関係-作用-終了・中止・停止	1.1503-05-01-03
35555	1.1503/1.1962/1.4460	体-関係-作用-終了・中止・停止/体-関係-量-助数接辞/体-生産物-住居-戸・カーテン・敷物・畳など	1.1503-05-01-04/1.1962-53-01-02/1.4460-08-01-01
30035	1.1503/1.1850/1.3370	体-関係-作用-終了・中止・停止/体-関係-形-束・片・列・わく/体-活動-生活-遊楽	1.1503-05-02-01/1.1850-08-01-03/1.3370-22-05-02
33838	1.1503/1.3510	体-関係-作用-終了・中止・停止/体-活動-交わり-集会	1.1503-05-02-02/1.3510-02-04-01
192853	1.1503	体-関係-作用-終了・中止・停止	1.1503-05-02-04
33898	1.1503	体-関係-作用-終了・中止・停止	1.1503-05-03-01
33840	1.1503	体-関係-作用-終了・中止・停止	1.1503-05-03-02
33899	1.1503	体-関係-作用-終了・中止・停止	1.1503-05-03-03
33868	1.1503	体-関係-作用-終了・中止・停止	1.1503-06-01-01
33861	1.1503/1.1553	体-関係-作用-終了・中止・停止/体-関係-作用-開閉・封	1.1503-06-01-02/1.1553-05-01-02
33865	1.1503	体-関係-作用-終了・中止・停止	1.1503-06-02-01
33896	1.1503	体-関係-作用-終了・中止・停止	1.1503-06-02-02
33859	1.1503	体-関係-作用-終了・中止・停止	1.1503-06-02-03
33850	1.1503	体-関係-作用-終了・中止・停止	1.1503-06-04-01
36474	1.1503	体-関係-作用-終了・中止・停止	1.1503-06-04-03
25978	1.1503/1.3790	体-関係-作用-終了・中止・停止/体-活動-経済-貧富	1.1503-06-05-01/1.3790-03-01-01
11133	1.1503/1.3710	体-関係-作用-終了・中止・停止/体-活動-経済-経済・収支	1.1503-07-01-01/1.3710-15-01-01
19802	1.1503/1.3064	体-関係-作用-終了・中止・停止/体-活動-心-測定・計算	1.1503-07-01-02/1.3064-08-02-01
11138	1.1503/1.3064/1.3710	体-関係-作用-終了・中止・停止/体-活動-心-測定・計算/体-活動-経済-経済・収支	1.1503-07-02-01/1.3064-05-05-03/1.3710-15-01-02
369	1.1503/1.1540/1.1651/1.3710	体-関係-作用-終了・中止・停止/体-関係-作用-上がり・下がり/体-関係-時間-終始/体-活動-経済-経済・収支	1.1503-07-03-01/1.1540-02-01-03/1.1651-14-02-01/1.3710-09-03-02
21358	1.1503/1.3321	体-関係-作用-終了・中止・停止/体-活動-生活-学事・兵事	1.1503-07-03-02/1.3321-04-01-01
16222	1.1503	体-関係-作用-終了・中止・停止	1.1503-07-03-03
21354	1.1503/1.3321	体-関係-作用-終了・中止・停止/体-活動-生活-学事・兵事	1.1503-07-03-04/1.3321-04-01-03
21355	1.1503/1.3410	体-関係-作用-終了・中止・停止/体-活動-行為-身上	1.1503-07-03-04/1.3410-10-01-01
6597	1.1503/1.1940	体-関係-作用-終了・中止・停止/体-関係-量-一般・全体・部分	1.1503-08-01-01/1.1940-21-02-02
11161	1.1503/1.3067	体-関係-作用-終了・中止・停止/体-活動-心-決心・解決・決定・迷い	1.1503-08-01-02/1.3067-03-01-05
5079	1.1503	体-関係-作用-終了・中止・停止	1.1503-08-01-04
26517	1.1503/1.5702	体-関係-作用-終了・中止・停止/体-自然-生命-死	1.1503-08-01-06/1.5702-11-03-04
23812	1.1503	体-関係-作用-終了・中止・停止	1.1503-09-01-01
8991	1.1503/1.3320	体-関係-作用-終了・中止・停止/体-活動-生活-労働・作業・休暇	1.1503-09-01-02/1.3320-12-04-03
21929	1.1503/1.1600/1.1611	体-関係-作用-終了・中止・停止/体-関係-時間-時間/体-関係-時間-時機・時刻	1.1503-09-01-03/1.1600-01-02-01/1.1611-12-03-02
140038	1.1503	体-関係-作用-終了・中止・停止	1.1503-09-01-04
8967	1.1503/1.3320	体-関係-作用-終了・中止・停止/体-活動-生活-労働・作業・休暇	1.1503-09-02-01/1.3320-12-02-02
9038	1.1503/1.3320	体-関係-作用-終了・中止・停止/体-活動-生活-労働・作業・休暇	1.1503-09-02-02/1.3320-11-01-02
62048	1.1503/1.3320	体-関係-作用-終了・中止・停止/体-活動-生活-労働・作業・休暇	1.1503-09-03-01/1.3320-12-05-01
196152	1.1503	体-関係-作用-終了・中止・停止	1.1503-09-03-02
35360	1.1503	体-関係-作用-終了・中止・停止	1.1503-09-03-03
7712	1.1503	体-関係-作用-終了・中止・停止	1.1503-09-03-05
54814	1.1503/1.5153	体-関係-作用-終了・中止・停止/体-自然-物質-雨・雪	1.1503-09-03-06/1.5153-02-04-01
54644	1.1503/1.5153	体-関係-作用-終了・中止・停止/体-自然-物質-雨・雪	1.1503-09-03-07/1.5153-02-04-02
23857	1.1503	体-関係-作用-終了・中止・停止	1.1503-09-04-01
23847	1.1503/1.3831/1.5710	体-関係-作用-終了・中止・停止/体-活動-事業-医療/体-自然-生命-生理	1.1503-09-04-02/1.3831-05-02-01/1.5710-26-01-05
65714	1.1503	体-関係-作用-終了・中止・停止	1.1503-09-05-01
3214	1.1503/1.4220	体-関係-作用-終了・中止・停止/体-生産物-衣料-上着・コート	1.1503-09-05-02/1.4220-02-03-01
49195	1.1503	体-関係-作用-終了・中止・停止	1.1503-10-01-01
193171	1.1503	体-関係-作用-終了・中止・停止	1.1503-10-01-02
188472	1.1503	体-関係-作用-終了・中止・停止	1.1503-10-01-03
26448	1.1503	体-関係-作用-終了・中止・停止	1.1503-10-02-02/1.1503-10-02-03
5168	1.1503/1.1620	体-関係-作用-終了・中止・停止/体-関係-時間-期間	1.1503-10-02-04/1.1620-11-03-04
8975	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-01-01
192863	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-01-02
11127	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-01-03
3577	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-01-04
9056	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-02-01
23326	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-02-02
8950	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-03-01
9052	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-03-02
8973	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-03-03
8943	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-03-04
8976	1.1503/1.3320	体-関係-作用-終了・中止・停止/体-活動-生活-労働・作業・休暇	1.1503-11-03-05/1.3320-14-01-01
9077	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-03-06
8957	1.1503/1.3321	体-関係-作用-終了・中止・停止/体-活動-生活-学事・兵事	1.1503-11-03-07/1.3321-05-01-01
9002	1.1503/1.3311	体-関係-作用-終了・中止・停止/体-活動-生活-処世・出処進退	1.1503-11-03-08/1.3311-14-01-01
8953	1.1503/1.3832	体-関係-作用-終了・中止・停止/体-活動-事業-出版・放送	1.1503-11-04-01/1.3832-08-04-03
9034	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-04-02
192882	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-04-03
23357	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-04-04
8974	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-05-01
50721	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-05-02
38632	1.1503	体-関係-作用-終了・中止・停止	1.1503-11-05-03
24977	1.1503	体-関係-作用-終了・中止・停止	1.1503-12-01-01
19819	1.1503/1.1513	体-関係-作用-終了・中止・停止/体-関係-作用-固定・傾き・転倒など	1.1503-12-01-02/1.1513-01-02-03
19294	1.1503	体-関係-作用-終了・中止・停止	1.1503-12-01-03
24945	1.1503	体-関係-作用-終了・中止・停止	1.1503-12-02-01
25008	1.1503/1.3551	体-関係-作用-終了・中止・停止/体-活動-交わり-戦争	1.1503-12-02-02/1.3551-04-01-04
25029	1.1503	体-関係-作用-終了・中止・停止	1.1503-12-02-03
61524	1.1503/1.3321	体-関係-作用-終了・中止・停止/体-活動-生活-学事・兵事	1.1503-12-04-01/1.3321-05-01-03
24986	1.1503/1.3630	体-関係-作用-終了・中止・停止/体-活動-待遇-人事	1.1503-12-04-02/1.3630-08-03-01
40141	1.1503/1.3510	体-関係-作用-終了・中止・停止/体-活動-交わり-集会	1.1503-13-01-04/1.3510-02-04-03
26846	1.1503	体-関係-作用-終了・中止・停止	1.1503-13-02-02
22523	1.1503/1.3063/1.3067	体-関係-作用-終了・中止・停止/体-活動-心-比較・参考・区別・選択/体-活動-心-決心・解決・決定・迷い	1.1503-13-02-03/1.3063-17-02-03/1.3067-07-02-03
36267	1.1503/1.3520	体-関係-作用-終了・中止・停止/体-活動-交わり-応接・送迎	1.1503-13-02-04/1.3520-22-01-02
34839	1.1503/1.3067	体-関係-作用-終了・中止・停止/体-活動-心-決心・解決・決定・迷い	1.1503-13-03-01/1.3067-07-02-01
26634	1.1503	体-関係-作用-終了・中止・停止	1.1503-13-03-02
14831	1.1503/1.1526/1.3470	体-関係-作用-終了・中止・停止/体-関係-作用-進退/体-活動-行為-成功・失敗	1.1503-14-01-02/1.1526-04-06-04/1.3470-04-01-01
26905	1.1503/1.1526	体-関係-作用-終了・中止・停止/体-関係-作用-進退	1.1503-14-01-03/1.1526-04-06-03
12671	1.1503/1.3391	体-関係-作用-終了・中止・停止/体-活動-生活-立ち居	1.1503-14-01-04/1.3391-04-04-01
23257	1.1503/3.1112/3.1332/3.3710/4.3200/4.3210	体-関係-作用-終了・中止・停止/相-関係-類-因果/相-関係-様相-良不良・適不適/相-活動-経済-経済・収支/他-*-呼び掛け-呼び掛け・指図/他-*-呼び掛け-応答	1.1503-14-02-01/3.1112-04-01-01/3.1332-07-03-01/3.3710-08-01-02/4.3200-11-01-01/4.3210-10-01-01
19941	1.1503	体-関係-作用-終了・中止・停止	1.1503-15-01-01
29960	1.1503/1.1563	体-関係-作用-終了・中止・停止/体-関係-作用-防止・妨害・回避	1.1503-15-01-02/1.1563-03-02-01
33526	1.1503/1.1563/1.3852/1.4630	体-関係-作用-終了・中止・停止/体-関係-作用-防止・妨害・回避/体-活動-事業-扱い・操作・使用/体-生産物-機械-機械・装置	1.1503-15-01-03/1.1563-06-04-01/1.3852-02-05-03/1.4630-17-05-01
197975	1.1503	体-関係-作用-終了・中止・停止	1.1503-15-02-01
50632	1.1503	体-関係-作用-終了・中止・停止	1.1503-15-02-02
25055	1.1503	体-関係-作用-終了・中止・停止	1.1503-16-01-01
25016	1.1503/1.1526/1.1583/1.1660	体-関係-作用-終了・中止・停止/体-関係-作用-進退/体-関係-作用-進歩・衰退/体-関係-時間-新旧・遅速	1.1503-16-01-02/1.1526-04-02-03/1.1583-08-03-01/1.1660-07-03-02
24980	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-01-01
23817	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-01-02
23906	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-01-03
25009	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-02-01
25039	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-03-02/1.1503-17-03-03
65307	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-03-04
26120	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-03-05
192864	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-04-01
48995	1.1503	体-関係-作用-終了・中止・停止	1.1503-17-04-02
21726	1.1503	体-関係-作用-終了・中止・停止	1.1503-18-01-01
24644	1.1504	体-関係-作用-連続・反復	1.1504-01-01-02
2153	1.1504/1.1951	体-関係-作用-連続・反復/体-関係-量-群・組・対	1.1504-01-01-03/1.1951-05-01-01
3682	1.1504	体-関係-作用-連続・反復	1.1504-02-01-02
17905	1.1504/1.1600	体-関係-作用-連続・反復/体-関係-時間-時間	1.1504-02-01-03/1.1600-02-04-02
27710	1.1504	体-関係-作用-連続・反復	1.1504-02-01-04
21632	1.1504/1.3430	体-関係-作用-連続・反復/体-活動-行為-行為・活動	1.1504-03-01-01/1.3430-08-01-05
21611	1.1504	体-関係-作用-連続・反復	1.1504-03-01-02
21630	1.1504	体-関係-作用-連続・反復	1.1504-03-01-03
9678	1.1504	体-関係-作用-連続・反復	1.1504-03-02-01
45411	1.1504	体-関係-作用-連続・反復	1.1504-04-01-01
22488	1.1504	体-関係-作用-連続・反復	1.1504-04-01-02
33392	1.1504	体-関係-作用-連続・反復	1.1504-04-01-03
194862	1.1504	体-関係-作用-連続・反復	1.1504-04-01-04
26192	1.1504/1.1524	体-関係-作用-連続・反復/体-関係-作用-通過・普及など	1.1504-04-01-06/1.1524-03-01-01
9954	1.1504/1.1571	体-関係-作用-連続・反復/体-関係-作用-切断	1.1504-04-01-07/1.1571-01-01-02
24871	1.1504/1.3320	体-関係-作用-連続・反復/体-活動-生活-労働・作業・休暇	1.1504-04-01-08/1.3320-06-05-01
